BoxNumber,Barcode,BoxRow,BoxColumn,dateAdded,PlateNumber,PCRPlateLayout,AliquotePlateNumber,AliquotePlatePosition
IM-23-030-03,IM-23-030-DJHJ,23,1,9/5/2023,,,,
IM-23-030-01,IM-23-030-IZZX,23,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-OQYA,23,1,9/19/2023,,,,
IM-23-034-01,IM-23-034-QXKP,23,1,2/14/2023,,,,
IM-23-034-03,IM-23-034-SMHD,23,1,8/31/2023,,,,
IM-23-034-04,IM-23-034-VKFY,23,1,9/18/2023,,,,
IM-23-035-01,IM-23-035-PAGI,23,1,2/22/2023,,,,
IM-23-036-01,IM-23-036-DOTR,23,1,3/7/2023,,,,
IM-23-036-03,IM-23-036-VFLQ,23,1,8/30/2023,,,,
IM-23-036-04,IM-23-036-WLWP,23,1,10/2/2023,,,,
IM-23-040-04,IM-23-040-FHDU,23,1,9/18/2023,,,,
IM-23-040-03,IM-23-040-UOBG,23,1,9/18/2023,,,,
IM-23-041-03,IM-23-041-RDGO,23,1,10/17/2023,,,,
IM-23-041-04,IM-23-041-RKOU,23,1,10/17/2023,,,,
IM-23-041-01,IM-23-041-USQW,23,1,2/28/2023,,,,
IM-23-041-02,IM-23-041-WGIP,23,1,3/14/2023,,,,
IM-23-042-01,IM-23-042-BTGF,23,1,3/3/2023,,,,
IM-23-042-03,IM-23-042-GQNZ,23,1,11/6/2023,,,,
IM-23-042-04,IM-23-042-HTHO,23,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-SITK,23,1,3/14/2023,,,,
IM-23-044-01,IM-23-044-DKOO,23,1,2/28/2023,,,,
IM-23-044-03,IM-23-044-HIJL,23,1,10/10/2023,,,,
IM-23-044-04,IM-23-044-RJWN,23,1,10/10/2023,,,,
IM-23-044-02,IM-23-044-YHLT,23,1,4/5/2023,,,,
IM-23-045-01,IM-23-045-FCYS,23,1,3/2/2023,,,,
IM-23-045-02,IM-23-045-KJFH,23,1,3/2/2023,,,,
IM-23-045-04,IM-23-045-QXAY,23,1,10/11/2023,,,,
IM-23-045-03,IM-23-045-XNGL,23,1,10/10/2023,,,,
IM-23-046-02,IM-23-046-GBVU,23,1,3/2/2023,,,,
IM-23-046-04,IM-23-046-IGAD,23,1,10/2/2023,,,,
IM-23-046-03,IM-23-046-OIIN,23,1,9/29/2023,,,,
IM-23-046-01,IM-23-046-WWQV,23,1,3/2/2023,,,,
IM-23-047-03,IM-23-047-LWDJ,23,1,8/25/2023,,,,
IM-23-047-04,IM-23-047-YWNF,23,1,8/25/2023,,,,
IM-23-054-04,IM-23-054-AQOG,23,1,10/2/2023,,,,
IM-23-054-03,IM-23-054-QYZW,23,1,10/2/2023,,,,
IM-23-054-01,IM-23-054-YKUF,23,1,8/2/2023,,,,
IM-23-056-03,IM-23-056-OOJY,23,1,8/31/2023,,,,
IM-23-056-01,IM-23-056-XRXO,23,1,9/2/2023,,,,
IM-23-060-04,IM-23-060-FODA,23,1,9/5/2023,,,,
IM-23-060-01,IM-23-060-RJWU,23,1,4/5/2023,,,,
IM-23-060-03,IM-23-060-WWSU,23,1,8/29/2023,,,,
IM-23-063-03,IM-23-063-ITWO,23,1,11/10/2023,,,,
IM-23-063-02,IM-23-063-OAHW,23,1,3/6/2023,,,,
IM-23-063-04,IM-23-063-QSIC,23,1,11/10/2023,,,,
IM-23-063-01,IM-23-063-XHBI,23,1,3/6/2023,,,,
IM-23-064-04,IM-23-064-AIBA,23,1,10/23/2023,,,,
IM-23-064-03,IM-23-064-IVZZ,23,1,9/11/2023,,,,
IM-23-064-01,IM-23-064-QKWU,23,1,6/4/2023,,,,
IM-23-071-03,IM-23-071-PISV,23,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-YBWN,23,1,11/9/2023,,,,
IM-23-089-04,IM-23-089-AWZU,23,1,10/16/2023,,,,
IM-23-089-03,IM-23-089-FOYT,23,1,8/28/2023,,,,
IM-23-089-01,IM-23-089-VFXH,23,1,1/21/2023,,,,
IM-23-089-02,IM-23-089-WFMX,23,1,2/16/2023,,,,
IM-23-090-01,IM-23-090-HUZS,23,1,1/24/2023,,,,
IM-23-090-03,IM-23-090-IIUL,23,1,,,,,
IM-23-090-02,IM-23-090-TIYW,23,1,9/2/2023,,,,
IM-23-090-04,IM-23-090-VZLS,23,1,8/29/2023,,,,
IM-23-093-01,IM-23-093-KROS,23,1,1/18/2023,,,,
IM-23-093-02,IM-23-093-YSYL,23,2,1/30/2023,,,,
IM-23-096-01,IM-23-096-GSPH,23,1,1/19/2023,,,,
IM-23-096-03,IM-23-096-GUJA,23,1,10/16/2023,,,,
IM-23-096-04,IM-23-096-JKNT,23,1,10/16/2023,,,,
IM-23-096-02,IM-23-096-JOLQ,23,1,1/26/2023,,,,
IM-23-110-03,IM-23-110-DZMW,23,1,8/28/2023,,,,
IM-23-110-04,IM-23-110-HBHB,23,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-IHHL,23,1,1/27/2023,,,,
IM-23-112-03,IM-23-112-NCUW,23,1,8/31/2023,,,,
IM-23-112-04,IM-23-112-ZCMA,23,1,9/18/2023,,,,
IM-23-115-02,IM-23-115-GDYN,23,1,2/22/2023,,,,
IM-23-115-04,IM-23-115-KNWD,23,1,9/11/2023,,,,
IM-23-115-01,IM-23-115-NLMJ,23,1,3/3/2023,,,,
IM-23-115-03,IM-23-115-YPBJ,23,1,9/4/2023,,,,
IM-23-120-02,IM-23-120-SMCL,23,1,2/26/2024,,,,
IM-23-120-01,IM-23-120-SRMQ,23,1,5/3/2023,,,,
IM-23-121-02,IM-23-121-MAZF,23,1,10/24/2023,,,,
IM-23-121-01,IM-23-121-VUXM,23,1,5/24/2023,,,,
IM-23-122-01,IM-23-122-BLDK,23,1,6/14/2023,,,,
IM-23-123-02,IM-23-123-OLOW,23,1,2/22/2023,,,,
IM-23-123-01,IM-23-123-QZDQ,23,1,1/19/2023,,,,
IM-24-011-01,IM-24-011-TSMT,23,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-VKAV,23,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-BWLA,23,1,3/13/2024,,,,
IM-24-019-02,IM-24-019-AIQV,23,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-QKVF,23,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-JPOT,23,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-NKSK,23,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-PCGJ,23,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-UGPB,23,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-GXVH,23,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-QBYH,23,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-DRBB,23,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-JUKM,23,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-OBXG,23,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-URMN,23,1,4/30/2024,,,,
IM-24-042-02,IM-24-042-OFIP,23,1,4/29/2024,,,,
IM-24-042-01,IM-24-042-WVWP,23,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-CIAP,23,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-AQNT,23,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-JJDC,23,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-CAPR,23,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-TDMI,23,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-CCNZ,23,1,4/8/2024,,,,
IM-24-054-02,IM-24-054-FJTN,23,1,5/6/2024,,,,
IM-24-054-01,IM-24-054-MGWF,23,1,4/9/2024,,,,
IM-24-056-01,IM-24-056-CPNR,23,1,4/9/2024,,,,
IM-24-060-01,IM-24-060-BBPZ,23,1,4/5/2024,,,,
IM-24-064-01,IM-24-064-FQBR,23,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-ARUL,23,1,5/7/2024,,,,
IM-24-071-02,IM-24-071-OFIS,23,1,6/14/2024,,,,
IM-24-087-01,IM-24-087-DLHG,23,1,4/9/2024,,,,
IM-24-087-02,IM-24-087-MZPW,23,1,5/7/2024,,,,
IM-24-089-01,IM-24-089-CGTT,23,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-SJZH,23,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-GDZF,23,1,3/13/2024,,,,
IM-24-090-02,IM-24-090-PBDR,23,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-CVTV,23,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-TWRT,23,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-BYBP,23,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-VWTL,23,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-KKAT,23,1,4/5/2024,,,,
IM-24-112-02,IM-24-112-VDPJ,23,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-AGTG,23,1,5/2/2024,,,,
IM-24-115-02,IM-24-115-PCTX,23,1,5/7/2024,,,,
IM-24-121-01,IM-24-121-GDSQ,23,1,6/10/2024,,,,
IM-23-011-01,IM-23-011-GDWO,24,1,2/10/2023,,,,
IM-23-011-03,IM-23-011-OOXN,24,1,10/25/2023,,,,
IM-23-011-04,IM-23-011-OPQA,24,1,10/25/2023,,,,
IM-23-011-02,IM-23-011-PITZ,24,1,2/25/2023,,,,
IM-23-015-01,IM-23-015-HNPR,24,1,1/24/2023,,,,
IM-23-015-02,IM-23-015-MYKA,24,1,1/21/2023,,,,
IM-23-016-03,IM-23-016-AFSG,24,1,10/23/2023,,,,
IM-23-016-01,IM-23-016-MLAS,24,1,7/2/2023,,,,
IM-23-016-04,IM-23-016-RTJU,24,1,10/23/2023,,,,
IM-23-017-03,IM-23-017-FULI,24,1,8/31/2023,,,,
IM-23-017-02,IM-23-017-NIIW,24,1,2/20/2023,,,,
IM-23-017-01,IM-23-017-ONMK,24,1,2/14/2023,,,,
IM-23-017-04,IM-23-017-XDMH,24,1,10/23/2023,,,,
IM-23-019-03,IM-23-019-IVSA,24,1,9/5/2023,,,,
IM-23-019-01,IM-23-019-PHHD,24,1,2/14/2023,,,,
IM-23-019-04,IM-23-019-PSMT,24,1,10/23/2023,,,,
IM-23-019-02,IM-23-019-YYYK,24,1,4/5/2023,,,,
IM-23-030-04,IM-23-030-AWIY,24,1,9/19/2023,,,,
IM-23-030-01,IM-23-030-GZXB,24,1,2/25/2023,,,,
IM-23-030-03,IM-23-030-JJKC,24,1,9/5/2023,,,,
IM-23-034-04,IM-23-034-KVTO,24,1,9/18/2023,,,,
IM-23-034-03,IM-23-034-NTLC,24,1,8/31/2023,,,,
IM-23-034-01,IM-23-034-UYZQ,24,1,2/14/2023,,,,
IM-23-035-01,IM-23-035-MTHH,24,1,2/22/2023,,,,
IM-23-036-01,IM-23-036-FZND,24,1,3/7/2023,,,,
IM-23-036-04,IM-23-036-KDAB,24,1,10/2/2023,,,,
IM-23-036-03,IM-23-036-YYML,24,1,8/30/2023,,,,
IM-23-040-03,IM-23-040-BKIJ,24,1,9/18/2023,,,,
IM-23-040-04,IM-23-040-VQHB,24,1,9/18/2023,,,,
IM-23-041-04,IM-23-041-DBGT,24,1,10/17/2023,,,,
IM-23-041-03,IM-23-041-LGBN,24,1,10/17/2023,,,,
IM-23-041-02,IM-23-041-PSSB,24,1,3/14/2023,,,,
IM-23-041-01,IM-23-041-ZRLO,24,1,2/28/2023,,,,
IM-23-042-01,IM-23-042-BYLZ,24,1,3/3/2023,,,,
IM-23-042-03,IM-23-042-PFVK,24,1,11/6/2023,,,,
IM-23-042-04,IM-23-042-QAMY,24,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-YMJA,24,1,3/14/2023,,,,
IM-23-044-03,IM-23-044-CIZX,24,1,10/10/2023,,,,
IM-23-044-01,IM-23-044-JUJH,24,1,2/28/2023,,,,
IM-23-044-04,IM-23-044-OIJY,24,1,10/10/2023,,,,
IM-23-044-02,IM-23-044-UDTG,24,1,4/5/2023,,,,
IM-23-045-03,IM-23-045-HCMH,24,1,10/10/2023,,,,
IM-23-045-04,IM-23-045-ODMP,24,1,10/11/2023,,,,
IM-23-045-02,IM-23-045-ROSH,24,1,3/2/2023,,,,
IM-23-045-01,IM-23-045-UGZT,24,1,3/2/2023,,,,
IM-23-046-03,IM-23-046-GQZI,24,1,9/29/2023,,,,
IM-23-046-01,IM-23-046-JHZB,24,1,3/2/2023,,,,
IM-23-046-02,IM-23-046-OHWY,24,1,3/2/2023,,,,
IM-23-046-04,IM-23-046-WNVI,24,1,10/2/2023,,,,
IM-23-047-03,IM-23-047-DRMT,24,1,8/25/2023,,,,
IM-23-047-04,IM-23-047-WYRK,24,1,8/25/2023,,,,
IM-23-054-01,IM-23-054-CAQY,24,1,8/2/2023,,,,
IM-23-054-04,IM-23-054-HTGC,24,1,10/2/2023,,,,
IM-23-054-03,IM-23-054-SJWA,24,1,10/2/2023,,,,
IM-23-056-03,IM-23-056-LQIS,24,1,8/31/2023,,,,
IM-23-056-01,IM-23-056-MTTA,24,1,9/2/2023,,,,
IM-23-060-01,IM-23-060-CGXG,24,1,4/5/2023,,,,
IM-23-060-03,IM-23-060-MMDQ,24,1,8/29/2023,,,,
IM-23-060-04,IM-23-060-ZOBN,24,1,9/5/2023,,,,
IM-23-063-01,IM-23-063-GDXS,24,1,3/6/2023,,,,
IM-23-063-04,IM-23-063-KGXI,24,1,11/10/2023,,,,
IM-23-063-03,IM-23-063-NCRS,24,1,11/10/2023,,,,
IM-23-063-02,IM-23-063-TKHB,24,1,3/6/2023,,,,
IM-23-064-04,IM-23-064-GQLU,24,1,10/23/2023,,,,
IM-23-064-01,IM-23-064-HFDY,24,1,6/4/2023,,,,
IM-23-064-03,IM-23-064-SPOA,24,1,9/11/2023,,,,
IM-23-071-03,IM-23-071-PLTG,24,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-WQOS,24,1,11/9/2023,,,,
IM-23-089-04,IM-23-089-GSXK,24,1,10/16/2023,,,,
IM-23-089-02,IM-23-089-OYOL,24,1,2/16/2023,,,,
IM-23-089-03,IM-23-089-RXNI,24,1,8/28/2023,,,,
IM-23-089-01,IM-23-089-VKOV,24,1,1/21/2023,,,,
IM-23-090-01,IM-23-090-FTDV,24,1,1/24/2023,,,,
IM-23-090-04,IM-23-090-PNWI,24,1,8/29/2023,,,,
IM-23-090-03,IM-23-090-UADY,24,1,,,,,
IM-23-090-02,IM-23-090-ZKTJ,24,1,9/2/2023,,,,
IM-23-093-02,IM-23-093-HDHX,24,2,1/30/2023,,,,
IM-23-093-01,IM-23-093-YLJF,24,1,1/18/2023,,,,
IM-23-096-02,IM-23-096-AHBK,24,1,1/26/2023,,,,
IM-23-096-03,IM-23-096-NQKA,24,1,10/16/2023,,,,
IM-23-096-04,IM-23-096-THKF,24,1,10/16/2023,,,,
IM-23-096-01,IM-23-096-ZHMD,24,1,1/19/2023,,,,
IM-23-110-03,IM-23-110-ALGE,24,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-RIWZ,24,1,1/27/2023,,,,
IM-23-110-04,IM-23-110-VXAC,24,1,8/28/2023,,,,
IM-23-112-04,IM-23-112-IMZA,24,1,9/18/2023,,,,
IM-23-112-03,IM-23-112-YINV,24,1,8/31/2023,,,,
IM-23-115-03,IM-23-115-GQZC,24,1,9/4/2023,,,,
IM-23-115-04,IM-23-115-ISLN,24,1,9/11/2023,,,,
IM-23-115-01,IM-23-115-IWBR,24,1,3/3/2023,,,,
IM-23-115-02,IM-23-115-UFTA,24,1,2/22/2023,,,,
IM-23-120-02,IM-23-120-LGRX,24,1,2/26/2024,,,,
IM-23-120-01,IM-23-120-ZVXR,24,1,5/3/2023,,,,
IM-23-121-02,IM-23-121-MDCI,24,1,10/24/2023,,,,
IM-23-121-01,IM-23-121-VJXT,24,1,5/24/2023,,,,
IM-23-122-01,IM-23-122-RHAA,24,1,6/14/2023,,,,
IM-23-123-01,IM-23-123-HUJV,24,1,1/19/2023,,,,
IM-23-123-02,IM-23-123-PIDZ,24,1,2/22/2023,,,,
IM-24-011-01,IM-24-011-TKMG,24,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-UVSY,24,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-BWXH,24,1,3/13/2024,,,,
IM-24-019-02,IM-24-019-AJZY,24,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-QYHH,24,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-JTXN,24,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-MAIS,24,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-PFBW,24,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-VSUQ,24,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-FUSV,24,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-PLXZ,24,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-DUPY,24,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-KJYR,24,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-PJGG,24,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-UUKX,24,1,4/30/2024,,,,
IM-24-042-02,IM-24-042-OIBL,24,1,4/29/2024,,,,
IM-24-042-01,IM-24-042-XIDZ,24,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-CLTL,24,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-BNXZ,24,1,5/6/2024,,,,
IM-24-045-02,IM-24-045-JHIB,24,1,5/6/2024,,,,
IM-24-046-01,IM-24-046-AZRR,24,1,5/2/2024,,,,
IM-24-046-02,IM-24-046-TKGU,24,1,5/30/2024,,,,
IM-24-047-01,IM-24-047-CIMA,24,1,4/8/2024,,,,
IM-24-054-02,IM-24-054-FCLO,24,1,5/6/2024,,,,
IM-24-054-01,IM-24-054-LSNQ,24,1,4/9/2024,,,,
IM-24-056-01,IM-24-056-CAZD,24,1,4/9/2024,,,,
IM-24-060-01,IM-24-060-BKSX,24,1,4/5/2024,,,,
IM-24-064-01,IM-24-064-DWVY,24,1,4/9/2024,,,,
IM-24-071-01,IM-24-071-BZYC,24,1,5/7/2024,,,,
IM-24-071-02,IM-24-071-OOJW,24,1,6/14/2024,,,,
IM-24-087-01,IM-24-087-DLDB,24,1,4/9/2024,,,,
IM-24-087-02,IM-24-087-MBLQ,24,1,5/7/2024,,,,
IM-24-089-01,IM-24-089-AYLX,24,1,3/13/2024,,,,
IM-24-089-02,IM-24-089-RASV,24,1,3/13/2024,,,,
IM-24-090-01,IM-24-090-GDZS,24,1,3/13/2024,,,,
IM-24-090-02,IM-24-090-PDHR,24,1,4/8/2024,,,,
IM-24-096-01,IM-24-096-CURA,24,1,4/8/2024,,,,
IM-24-096-02,IM-24-096-TQUB,24,1,5/6/2024,,,,
IM-24-110-01,IM-24-110-ACMA,24,1,4/5/2024,,,,
IM-24-110-02,IM-24-110-XPNX,24,1,5/2/2024,,,,
IM-24-112-01,IM-24-112-KFJM,24,1,4/5/2024,,,,
IM-24-112-02,IM-24-112-UHVM,24,1,4/8/2024,,,,
IM-24-115-01,IM-24-115-AOCH,24,1,5/2/2024,,,,
IM-24-115-02,IM-24-115-PDLR,24,1,5/7/2024,,,,
IM-24-121-01,IM-24-121-DRYQ,24,1,6/10/2024,,,,
IM-23-011-01,IM-23-011-IARJ,25,1,2/10/2023,,,,
IM-23-011-03,IM-23-011-LHJT,25,1,10/25/2023,,,,
IM-23-011-02,IM-23-011-LJHI,25,1,2/25/2023,,,,
IM-23-011-04,IM-23-011-VQMR,25,1,10/25/2023,,,,
IM-23-015-01,IM-23-015-DYUL,25,1,1/24/2023,,,,
IM-23-015-02,IM-23-015-TJAR,25,1,1/21/2023,,,,
IM-23-016-04,IM-23-016-ADBW,25,1,10/23/2023,,,,
IM-23-016-03,IM-23-016-AOFF,25,1,10/23/2023,,,,
IM-23-016-01,IM-23-016-PBOU,25,1,7/2/2023,,,,
IM-23-017-03,IM-23-017-BZQJ,25,1,8/31/2023,,,,
IM-23-017-04,IM-23-017-IYTJ,25,1,10/23/2023,,,,
IM-23-017-01,IM-23-017-JHNM,25,1,2/14/2023,,,,
IM-23-017-02,IM-23-017-XTTP,25,1,2/20/2023,,,,
IM-23-019-01,IM-23-019-ASJA,25,1,2/14/2023,,,,
IM-23-019-03,IM-23-019-TTSQ,25,1,9/5/2023,,,,
IM-23-019-02,IM-23-019-UDLC,25,1,4/5/2023,,,,
IM-23-019-04,IM-23-019-YDCZ,25,1,10/23/2023,,,,
IM-23-030-01,IM-23-030-DBKQ,25,1,2/25/2023,,,,
IM-23-030-04,IM-23-030-PUHK,25,1,9/19/2023,,,,
IM-23-030-03,IM-23-030-VXZM,25,1,9/5/2023,,,,
IM-23-034-04,IM-23-034-BUGK,25,1,9/18/2023,,,,
IM-23-034-03,IM-23-034-OCPL,25,1,8/31/2023,,,,
IM-23-034-01,IM-23-034-VNUW,25,1,2/14/2023,,,,
IM-23-035-01,IM-23-035-DFOM,25,1,2/22/2023,,,,
IM-23-036-04,IM-23-036-PGSN,25,1,10/2/2023,,,,
IM-23-036-03,IM-23-036-PSYV,25,1,8/30/2023,,,,
IM-23-036-01,IM-23-036-ZGJM,25,1,3/7/2023,,,,
IM-23-040-03,IM-23-040-HBQY,25,1,9/18/2023,,,,
IM-23-040-04,IM-23-040-OABJ,25,1,9/18/2023,,,,
IM-23-041-03,IM-23-041-QXAQ,25,1,10/17/2023,,,,
IM-23-041-04,IM-23-041-SHGF,25,1,10/17/2023,,,,
IM-23-041-01,IM-23-041-TAHZ,25,1,2/28/2023,,,,
IM-23-041-02,IM-23-041-WJSC,25,1,3/14/2023,,,,
IM-23-042-03,IM-23-042-OGQS,25,1,11/6/2023,,,,
IM-23-042-04,IM-23-042-QTFK,25,1,11/6/2023,,,,
IM-23-042-02,IM-23-042-TGGY,25,1,3/14/2023,,,,
IM-23-042-01,IM-23-042-YIVC,25,1,3/3/2023,,,,
IM-23-044-02,IM-23-044-CBTS,25,1,4/5/2023,,,,
IM-23-044-01,IM-23-044-MCSC,25,1,2/28/2023,,,,
IM-23-044-03,IM-23-044-PUPJ,25,1,10/10/2023,,,,
IM-23-044-04,IM-23-044-SNUB,25,1,10/10/2023,,,,
IM-23-045-03,IM-23-045-ACOK,25,1,10/10/2023,,,,
IM-23-045-04,IM-23-045-BICZ,25,1,10/11/2023,,,,
IM-23-045-02,IM-23-045-QAOY,25,1,3/2/2023,,,,
IM-23-045-01,IM-23-045-XAGM,25,1,3/2/2023,,,,
IM-23-046-01,IM-23-046-PVIX,25,1,3/2/2023,,,,
IM-23-046-02,IM-23-046-RWVB,25,1,3/2/2023,,,,
IM-23-046-03,IM-23-046-WVGG,25,1,9/29/2023,,,,
IM-23-046-04,IM-23-046-ZTRD,25,1,10/2/2023,,,,
IM-23-047-04,IM-23-047-MIPN,25,1,8/25/2023,,,,
IM-23-047-03,IM-23-047-ZOQU,25,1,8/25/2023,,,,
IM-23-054-01,IM-23-054-SXZS,25,1,8/2/2023,,,,
IM-23-054-04,IM-23-054-VWIW,25,1,10/2/2023,,,,
IM-23-054-03,IM-23-054-ZJHN,25,1,10/2/2023,,,,
IM-23-056-03,IM-23-056-OBVZ,25,1,8/31/2023,,,,
IM-23-056-01,IM-23-056-XXNC,25,1,9/2/2023,,,,
IM-23-060-04,IM-23-060-DBDQ,25,1,9/5/2023,,,,
IM-23-060-03,IM-23-060-OWYR,25,1,8/29/2023,,,,
IM-23-060-01,IM-23-060-ZCIL,25,1,4/5/2023,,,,
IM-23-063-02,IM-23-063-KDVC,25,1,3/6/2023,,,,
IM-23-063-01,IM-23-063-MUQG,25,1,3/6/2023,,,,
IM-23-063-04,IM-23-063-NRHP,25,1,11/10/2023,,,,
IM-23-063-03,IM-23-063-ZTIH,25,1,11/10/2023,,,,
IM-23-064-04,IM-23-064-BNNO,25,1,10/23/2023,,,,
IM-23-064-01,IM-23-064-MCWK,25,1,6/4/2023,,,,
IM-23-064-03,IM-23-064-PFBB,25,1,9/11/2023,,,,
IM-23-071-03,IM-23-071-OFCT,25,1,11/8/2023,,,,
IM-23-071-04,IM-23-071-ZUDX,25,1,11/9/2023,,,,
IM-23-089-04,IM-23-089-HOHU,25,1,10/16/2023,,,,
IM-23-089-03,IM-23-089-IWUS,25,1,8/28/2023,,,,
IM-23-089-02,IM-23-089-JHFV,25,1,2/16/2023,,,,
IM-23-089-01,IM-23-089-XOOZ,25,1,1/21/2023,,,,
IM-23-090-01,IM-23-090-CIZV,25,1,1/24/2023,,,,
IM-23-090-02,IM-23-090-PHLR,25,1,9/2/2023,,,,
IM-23-090-03,IM-23-090-SPLH,25,1,,,,,
IM-23-090-04,IM-23-090-UYXM,25,1,8/29/2023,,,,
IM-23-093-02,IM-23-093-RHJF,25,2,1/30/2023,,,,
IM-23-093-01,IM-23-093-WQBA,25,1,1/18/2023,,,,
IM-23-096-03,IM-23-096-FNOL,25,1,10/16/2023,,,,
IM-23-096-04,IM-23-096-MBBT,25,1,10/16/2023,,,,
IM-23-096-02,IM-23-096-OXSA,25,1,1/26/2023,,,,
IM-23-096-01,IM-23-096-ULSQ,25,1,1/19/2023,,,,
IM-23-110-04,IM-23-110-FLPL,25,1,8/28/2023,,,,
IM-23-110-03,IM-23-110-FXGY,25,1,8/28/2023,,,,
IM-23-110-01,IM-23-110-HLRI,25,1,1/27/2023,,,,
IM-23-112-04,IM-23-112-XYKJ,25,1,9/18/2023,,,,
IM-23-112-03,IM-23-112-YGZT,25,1,8/31/2023,,,,
IM-23-115-04,IM-23-115-BCKJ,25,1,9/11/2023,,,,
IM-23-115-03,IM-23-115-BSWZ,25,1,9/4/2023,,,,
IM-23-115-01,IM-23-115-CRWB,25,1,3/3/2023,,,,
IM-23-115-02,IM-23-115-KVNU,25,1,2/22/2023,,,,
IM-23-120-01,IM-23-120-ATSN,25,1,5/3/2023,,,,
IM-23-120-02,IM-23-120-ZUGR,25,1,2/26/2024,,,,
IM-23-121-01,IM-23-121-DCKP,25,1,5/24/2023,,,,
IM-23-121-02,IM-23-121-QCUJ,25,1,10/24/2023,,,,
IM-23-122-01,IM-23-122-AADO,25,1,6/14/2023,,,,
IM-23-123-01,IM-23-123-AJUB,25,1,1/19/2023,,,,
IM-23-123-02,IM-23-123-PDUQ,25,1,2/22/2023,,,,
IM-24-011-01,IM-24-011-UDZH,25,1,5/3/2024,,,,
IM-24-011-02,IM-24-011-UTIV,25,1,5/3/2024,,,,
IM-24-016-01,IM-24-016-BYHR,25,1,3/13/2024,,,,
IM-24-019-02,IM-24-019-BDPW,25,1,5/2/2024,,,,
IM-24-019-01,IM-24-019-PSYI,25,1,4/9/2024,,,,
IM-24-030-01,IM-24-030-KACS,25,1,5/2/2024,,,,
IM-24-030-02,IM-24-030-MWSM,25,1,5/7/2024,,,,
IM-24-034-01,IM-24-034-OTGP,25,1,4/8/2024,,,,
IM-24-034-02,IM-24-034-UYFD,25,1,5/7/2024,,,,
IM-24-036-01,IM-24-036-FVZO,25,1,4/8/2024,,,,
IM-24-036-02,IM-24-036-QOPL,25,1,5/2/2024,,,,
IM-24-040-01,IM-24-040-DWAS,25,1,5/29/2024,,,,
IM-24-040-02,IM-24-040-JRMC,25,1,5/29/2024,,,,
IM-24-041-02,IM-24-041-PKYI,25,1,4/30/2024,,,,
IM-24-041-01,IM-24-041-UVTG,25,1,4/30/2024,,,,
IM-24-042-02,IM-24-042-QFPY,25,1,4/29/2024,,,,
IM-24-042-01,IM-24-042-WUWA,25,1,4/29/2024,,,,
IM-24-044-01,IM-24-044-CTRR,25,1,5/6/2024,,,,
IM-24-045-01,IM-24-045-AYGJ,25,1,5/6/2024,,,,
