Barcode,BoxNumber,BoxRow,BoxColumn,dateAdded,Round
IM-23-036-ZGJM,IM-23-036-01,25,1,03/07/2023,1
IM-23-040-HBQY,IM-23-040-03,25,1,9/18/2023,2
IM-23-040-OABJ,IM-23-040-04,25,1,9/18/2023,2
IM-23-041-QXAQ,IM-23-041-03,25,1,10/17/2023,2
IM-23-041-SHGF,IM-23-041-04,25,1,10/17/2023,2
IM-23-041-TAHZ,IM-23-041-01,25,1,2/28/2023,1
IM-23-041-WJSC,IM-23-041-02,25,1,3/14/2023,1
IM-23-042-OGQS,IM-23-042-03,25,1,11/06/2023,2
IM-23-042-QTFK,IM-23-042-04,25,1,11/06/2023,2
IM-23-042-TGGY,IM-23-042-02,25,1,3/14/2023,1
IM-23-042-YIVC,IM-23-042-01,25,1,03/03/2023,1
IM-23-044-CBTS,IM-23-044-02,25,1,04/05/2023,1
IM-23-044-MCSC,IM-23-044-01,25,1,2/28/2023,1
IM-23-044-PUPJ,IM-23-044-03,25,1,10/10/2023,2
IM-23-044-SNUB,IM-23-044-04,25,1,10/10/2023,2
IM-23-045-ACOK,IM-23-045-03,25,1,10/10/2023,2
IM-23-045-BICZ,IM-23-045-04,25,1,10/11/2023,2
IM-23-045-QAOY,IM-23-045-02,25,1,03/02/2023,1
IM-23-045-XAGM,IM-23-045-01,25,1,03/02/2023,1
IM-23-046-PVIX,IM-23-046-01,25,1,03/02/2023,1
IM-23-046-RWVB,IM-23-046-02,25,1,03/02/2023,1
IM-23-046-WVGG,IM-23-046-03,25,1,9/29/2023,2
IM-23-046-ZTRD,IM-23-046-04,25,1,10/02/2023,2
IM-23-047-MIPN,IM-23-047-04,25,1,8/25/2023,2
IM-23-047-ZOQU,IM-23-047-03,25,1,8/25/2023,2
IM-23-054-SXZS,IM-23-054-01,25,1,08/02/2023,1
IM-23-054-VWIW,IM-23-054-04,25,1,10/02/2023,2
IM-23-054-ZJHN,IM-23-054-03,25,1,10/02/2023,2
IM-23-056-OBVZ,IM-23-056-03,25,1,8/31/2023,2
IM-23-056-XXNC,IM-23-056-01,25,1,09/02/2023,1
IM-23-060-DBDQ,IM-23-060-04,25,1,09/05/2023,2
IM-23-060-OWYR,IM-23-060-03,25,1,8/29/2023,2
IM-23-060-ZCIL,IM-23-060-01,25,1,04/05/2023,1
IM-23-063-KDVC,IM-23-063-02,25,1,03/06/2023,1
IM-23-063-MUQG,IM-23-063-01,25,1,03/06/2023,1
IM-23-063-NRHP,IM-23-063-04,25,1,11/10/2023,2
IM-23-063-ZTIH,IM-23-063-03,25,1,11/10/2023,2
IM-23-064-BNNO,IM-23-064-04,25,1,10/23/2023,2
IM-23-064-MCWK,IM-23-064-01,25,1,06/04/2023,1
IM-23-064-PFBB,IM-23-064-03,25,1,09/11/2023,2
IM-23-071-OFCT,IM-23-071-03,25,1,11/08/2023,2
IM-23-071-ZUDX,IM-23-071-04,25,1,11/09/2023,2
IM-23-089-HOHU,IM-23-089-04,25,1,10/16/2023,2
IM-23-089-IWUS,IM-23-089-03,25,1,8/28/2023,2
IM-23-089-JHFV,IM-23-089-02,25,1,2/16/2023,1
IM-23-089-XOOZ,IM-23-089-01,25,1,1/21/2023,1
IM-23-090-CIZV,IM-23-090-01,25,1,1/24/2023,1
IM-23-090-PHLR,IM-23-090-02,25,1,09/02/2023,1
IM-23-090-SPLH,IM-23-090-03,25,1,,2
IM-23-090-UYXM,IM-23-090-04,25,1,8/29/2023,2
IM-23-093-RHJF,IM-23-093-02,25,2,1/30/2023,1
IM-23-093-WQBA,IM-23-093-01,25,1,1/18/2023,1
IM-23-096-FNOL,IM-23-096-03,25,1,10/16/2023,2
IM-23-096-MBBT,IM-23-096-04,25,1,10/16/2023,2
IM-23-096-OXSA,IM-23-096-02,25,1,1/26/2023,1
IM-23-096-ULSQ,IM-23-096-01,25,1,1/19/2023,1
IM-23-110-FLPL,IM-23-110-04,25,1,8/28/2023,2
IM-23-110-FXGY,IM-23-110-03,25,1,8/28/2023,2
IM-23-110-HLRI,IM-23-110-01,25,1,1/27/2023,1
IM-23-112-XYKJ,IM-23-112-04,25,1,9/18/2023,2
IM-23-112-YGZT,IM-23-112-03,25,1,8/31/2023,2
IM-23-115-BCKJ,IM-23-115-04,25,1,09/11/2023,2
IM-23-115-BSWZ,IM-23-115-03,25,1,09/04/2023,2
IM-23-115-CRWB,IM-23-115-01,25,1,03/03/2023,1
IM-23-115-KVNU,IM-23-115-02,25,1,2/22/2023,1
IM-23-120-ATSN,IM-23-120-01,25,1,05/03/2023,1
IM-23-120-ZUGR,IM-23-120-02,25,1,2/26/2024,1
IM-23-121-DCKP,IM-23-121-01,25,1,5/24/2023,1
IM-23-121-QCUJ,IM-23-121-02,25,1,10/24/2023,1
IM-23-122-AADO,IM-23-122-01,25,1,6/14/2023,1
IM-23-123-AJUB,IM-23-123-01,25,1,1/19/2023,1
IM-23-123-PDUQ,IM-23-123-02,25,1,2/22/2023,1
IM-24-011-UDZH,IM-24-011-01,25,1,05/03/2024,3
IM-24-011-UTIV,IM-24-011-02,25,1,05/03/2024,3
IM-24-016-BYHR,IM-24-016-01,25,1,3/13/2024,3
IM-24-019-BDPW,IM-24-019-02,25,1,05/02/2024,3
IM-24-019-PSYI,IM-24-019-01,25,1,04/09/2024,3
IM-24-030-KACS,IM-24-030-01,25,1,05/02/2024,3
IM-24-030-MWSM,IM-24-030-02,25,1,05/07/2024,3
IM-24-034-OTGP,IM-24-034-01,25,1,04/08/2024,3
IM-24-034-UYFD,IM-24-034-02,25,1,05/07/2024,3
IM-24-036-FVZO,IM-24-036-01,25,1,04/08/2024,3
IM-24-036-QOPL,IM-24-036-02,25,1,05/02/2024,3
IM-24-040-DWAS,IM-24-040-01,25,1,5/29/2024,3
IM-24-040-JRMC,IM-24-040-02,25,1,5/29/2024,3
IM-24-041-PKYI,IM-24-041-02,25,1,4/30/2024,3
IM-24-041-UVTG,IM-24-041-01,25,1,4/30/2024,3
IM-24-042-QFPY,IM-24-042-02,25,1,4/29/2024,3
IM-24-042-WUWA,IM-24-042-01,25,1,4/29/2024,3
IM-24-044-CTRR,IM-24-044-01,25,1,05/06/2024,3
IM-24-045-AYGJ,IM-24-045-01,25,1,05/06/2024,3
IM-24-045-GMCK,IM-24-045-02,25,1,05/06/2024,3
IM-24-046-BQAC,IM-24-046-01,25,1,05/02/2024,3
IM-24-046-TTQD,IM-24-046-02,25,1,5/30/2024,3
IM-24-047-BYXG,IM-24-047-01,25,1,04/08/2024,3
IM-24-054-FCMQ,IM-24-054-02,25,1,05/06/2024,3
IM-24-054-LJTJ,IM-24-054-01,25,1,04/09/2024,3
IM-24-056-FICB,IM-24-056-01,25,1,04/09/2024,3
IM-24-060-BJMO,IM-24-060-01,25,1,04/05/2024,3
IM-24-064-DXUR,IM-24-064-01,25,1,04/09/2024,3
IM-24-071-BZUB,IM-24-071-01,25,1,05/07/2024,3
IM-24-087-DWAG,IM-24-087-01,25,1,04/09/2024,3
IM-24-087-JGYR,IM-24-087-02,25,1,05/07/2024,3
IM-24-089-AYYV,IM-24-089-01,25,1,3/13/2024,3
IM-24-089-SCJJ,IM-24-089-02,25,1,3/13/2024,3
IM-24-090-GHOX,IM-24-090-01,25,1,3/13/2024,3
IM-24-090-PDJP,IM-24-090-02,25,1,04/08/2024,3
IM-24-096-FKUP,IM-24-096-01,25,1,04/08/2024,3
IM-24-096-TPSD,IM-24-096-02,25,1,05/06/2024,3
IM-24-110-ASGK,IM-24-110-01,25,1,04/05/2024,3
IM-24-110-XDPN,IM-24-110-02,25,1,05/02/2024,3
IM-24-112-KINN,IM-24-112-01,25,1,04/05/2024,3
IM-24-112-TWSA,IM-24-112-02,25,1,04/08/2024,3
IM-24-115-AYDJ,IM-24-115-01,25,1,05/02/2024,3
IM-24-115-PFKF,IM-24-115-02,25,1,05/07/2024,3
IM-24-121-GAPQ,IM-24-121-01,25,1,06/10/2024,3
IM-23-011-FTZC,IM-23-011-02,26,1,2/25/2023,1
IM-23-011-KIKU,IM-23-011-01,26,1,02/10/2023,1
IM-23-011-VXBO,IM-23-011-04,26,1,10/25/2023,2
IM-23-011-WMZV,IM-23-011-03,26,1,10/25/2023,2
IM-23-015-MKBX,IM-23-015-01,26,1,1/24/2023,1
IM-23-015-ZGIZ,IM-23-015-02,26,1,1/21/2023,1
IM-23-016-MMFF,IM-23-016-01,26,1,07/02/2023,1
IM-23-016-WOQF,IM-23-016-03,26,1,10/23/2023,2
IM-23-016-XBGL,IM-23-016-04,26,1,10/23/2023,2
IM-23-017-ACSQ,IM-23-017-02,26,1,2/20/2023,1
IM-23-017-KOCL,IM-23-017-01,26,1,2/14/2023,1
IM-23-017-LRNX,IM-23-017-03,26,1,8/31/2023,2
IM-23-017-XTOT,IM-23-017-04,26,1,10/23/2023,2
IM-23-019-FSKP,IM-23-019-04,26,1,10/23/2023,2
IM-23-019-NMGP,IM-23-019-03,26,1,09/05/2023,2
IM-23-019-OZIQ,IM-23-019-01,26,1,2/14/2023,1
IM-23-019-QTNA,IM-23-019-02,26,1,04/05/2023,1
IM-23-030-AFXH,IM-23-030-01,26,1,2/25/2023,1
IM-23-030-GVLR,IM-23-030-04,26,1,10/23/2023,2
IM-23-030-LGWK,IM-23-030-03,26,1,09/05/2023,2
IM-23-034-IWJJ,IM-23-034-03,26,1,8/31/2023,2
IM-23-034-OQLG,IM-23-034-01,26,1,2/14/2023,1
IM-23-034-XPUO,IM-23-034-04,26,1,9/18/2023,2
IM-23-035-ZFWV,IM-23-035-01,26,1,2/22/2023,1
IM-23-036-GAZI,IM-23-036-03,26,1,8/30/2023,2
IM-23-036-OUFA,IM-23-036-01,26,1,03/07/2023,1
IM-23-036-URRN,IM-23-036-04,26,1,10/02/2023,2
IM-23-040-OHDM,IM-23-040-03,26,1,9/18/2023,2
IM-23-040-RAWP,IM-23-040-04,26,1,9/18/2023,2
IM-23-041-AASQ,IM-23-041-04,26,1,10/17/2023,2
IM-23-041-DIKQ,IM-23-041-03,26,1,10/17/2023,2
IM-23-041-DTAX,IM-23-041-01,26,1,2/28/2023,1
IM-23-041-ZQAU,IM-23-041-02,26,1,4/23/2023,1
IM-23-042-JZNU,IM-23-042-03,26,1,11/06/2023,2
IM-23-042-MIMQ,IM-23-042-02,26,1,3/14/2023,1
IM-23-042-VCLZ,IM-23-042-01,26,1,03/03/2023,1
IM-23-042-WVCA,IM-23-042-04,26,1,11/06/2023,2
IM-23-044-BTHD,IM-23-044-03,26,1,10/10/2023,2
IM-23-044-ITOG,IM-23-044-02,26,1,04/05/2023,1
IM-23-044-MUVL,IM-23-044-04,26,1,10/10/2023,2
IM-23-044-QVSZ,IM-23-044-01,26,1,2/28/2023,1
IM-23-045-ANTU,IM-23-045-04,26,1,10/11/2023,2
IM-23-045-CALI,IM-23-045-01,26,1,03/02/2023,1
IM-23-045-LCVZ,IM-23-045-03,26,1,10/10/2023,2
IM-23-045-PQJW,IM-23-045-02,26,1,03/02/2023,1
IM-23-046-DFLW,IM-23-046-03,26,1,9/29/2023,2
IM-23-046-MPSY,IM-23-046-04,26,1,10/02/2023,2
IM-23-046-RKPY,IM-23-046-01,26,1,03/02/2023,1
IM-23-046-UQKM,IM-23-046-02,26,1,03/02/2023,1
IM-23-047-MYNK,IM-23-047-03,26,1,8/25/2023,2
IM-23-047-XIXJ,IM-23-047-04,26,1,8/25/2023,2
IM-23-054-GLAZ,IM-23-054-04,26,1,10/02/2023,2
IM-23-054-GQBS,IM-23-054-03,26,1,10/02/2023,2
IM-23-054-WHAZ,IM-23-054-01,26,1,08/02/2023,1
IM-23-056-AMQU,IM-23-056-01,26,1,09/02/2023,1
IM-23-056-PTJK,IM-23-056-03,26,1,8/31/2023,2
IM-23-060-HKWG,IM-23-060-03,26,1,8/29/2023,2
IM-23-060-HUAZ,IM-23-060-01,26,1,04/05/2023,1
IM-23-060-NCMV,IM-23-060-04,26,1,09/05/2023,2
IM-23-063-ANMU,IM-23-063-01,26,1,03/06/2023,1
IM-23-063-KCIU,IM-23-063-03,26,1,11/10/2023,2
IM-23-063-NPHD,IM-23-063-04,26,1,11/10/2023,2
IM-23-063-YPPA,IM-23-063-02,26,1,03/06/2023,1
IM-23-064-KYDO,IM-23-064-04,26,1,10/23/2023,2
IM-23-064-VAIZ,IM-23-064-01,26,1,06/04/2023,1
IM-23-064-YHDP,IM-23-064-03,26,1,09/11/2023,2
IM-23-071-OYUZ,IM-23-071-03,26,1,11/08/2023,2
IM-23-071-XHDJ,IM-23-071-04,26,1,11/09/2023,2
IM-23-089-UIIZ,IM-23-089-04,26,1,10/16/2023,2
IM-23-089-VJNM,IM-23-089-03,26,1,8/28/2023,2
IM-23-089-WCOU,IM-23-089-02,26,1,2/16/2023,1
IM-23-089-XRLW,IM-23-089-01,26,1,1/21/2023,1
IM-23-090-AXIW,IM-23-090-02,26,1,09/02/2023,1
IM-23-090-DNLO,IM-23-090-04,26,1,8/29/2023,2
IM-23-090-XSVI,IM-23-090-01,26,1,1/24/2023,1
IM-23-090-YZRI,IM-23-090-03,26,1,8/29/2023,2
IM-23-093-HYQH,IM-23-093-01,26,1,1/18/2023,1
IM-23-093-SSZT,IM-23-093-02,26,2,1/30/2023,1
IM-23-096-BVUH,IM-23-096-03,26,1,10/16/2023,2
IM-23-096-FLAI,IM-23-096-04,26,1,10/16/2023,2
IM-23-096-MAZC,IM-23-096-01,26,1,1/19/2023,1
IM-23-096-QSOG,IM-23-096-02,26,1,1/26/2023,1
IM-23-110-FDEG,IM-23-110-03,26,1,8/28/2023,2
IM-23-110-UKPN,IM-23-110-01,26,1,1/27/2023,1
IM-23-110-UQCU,IM-23-110-04,26,1,8/28/2023,2
IM-23-112-DUTU,IM-23-112-04,26,1,9/18/2023,2
IM-23-112-UUNJ,IM-23-112-03,26,1,8/31/2023,2
IM-23-115-HCTD,IM-23-115-04,26,1,09/11/2023,2
IM-23-115-QRMZ,IM-23-115-02,26,1,2/22/2023,1
IM-23-115-SXLU,IM-23-115-01,26,1,03/03/2023,1
IM-23-115-TBFY,IM-23-115-03,26,1,09/04/2023,2
IM-23-120-HAYS,IM-23-120-01,26,1,05/03/2023,1
IM-23-120-RHHW,IM-23-120-02,26,1,2/26/2024,1
IM-23-121-JSWP,IM-23-121-01,26,1,5/24/2023,1
IM-23-121-YHCS,IM-23-121-02,26,1,10/24/2023,1
IM-23-122-GXDT,IM-23-122-01,26,1,7/21/2023,1
IM-23-123-DJBY,IM-23-123-02,26,1,2/22/2023,1
IM-23-123-JTRJ,IM-23-123-01,26,1,1/19/2023,1
IM-24-011-TKIR,IM-24-011-01,26,1,05/03/2024,3
IM-24-011-VHOV,IM-24-011-02,26,1,05/03/2024,3
IM-24-016-BYNT,IM-24-016-01,26,1,3/13/2024,3
IM-24-019-AYUL,IM-24-019-02,26,1,05/02/2024,3
IM-24-019-PZGZ,IM-24-019-01,26,1,04/09/2024,3
IM-24-030-ITIG,IM-24-030-01,26,1,05/02/2024,3
IM-24-030-MCHI,IM-24-030-02,26,1,05/07/2024,3
IM-24-034-NRJU,IM-24-034-01,26,1,04/08/2024,3
IM-24-034-UISQ,IM-24-034-02,26,1,05/07/2024,3
IM-24-036-GVLT,IM-24-036-01,26,1,04/08/2024,3
IM-24-036-PZYF,IM-24-036-02,26,1,05/02/2024,3
IM-24-040-JVNA,IM-24-040-02,26,1,5/29/2024,3
IM-24-040-RJNY,IM-24-040-01,26,1,5/29/2024,3
IM-24-041-OKWX,IM-24-041-02,26,1,4/30/2024,3
IM-24-041-UVYO,IM-24-041-01,26,1,4/30/2024,3
IM-24-042-QPNK,IM-24-042-02,26,1,4/29/2024,3
IM-24-042-WZCX,IM-24-042-01,26,1,4/29/2024,3
IM-24-044-CUTN,IM-24-044-01,26,1,05/06/2024,3
IM-24-045-BPQT,IM-24-045-01,26,1,05/06/2024,3
IM-24-045-GHWI,IM-24-045-02,26,1,05/06/2024,3
IM-24-046-BGUL,IM-24-046-01,26,1,05/02/2024,3
IM-24-046-TWWL,IM-24-046-02,26,1,5/30/2024,3
IM-24-047-BUQT,IM-24-047-01,26,1,04/08/2024,3
IM-24-054-DLMP,IM-24-054-02,26,1,05/06/2024,3
IM-24-054-MFCL,IM-24-054-01,26,1,04/09/2024,3
IM-24-056-FDDW,IM-24-056-01,26,1,04/09/2024,3
IM-24-060-BMKA,IM-24-060-01,26,1,04/05/2024,3
IM-24-064-DZGB,IM-24-064-01,26,1,04/09/2024,3
IM-24-071-BZQF,IM-24-071-01,26,1,05/07/2024,3
IM-24-087-DHHU,IM-24-087-01,26,1,04/09/2024,3
IM-24-087-JRIL,IM-24-087-02,26,1,05/07/2024,3
IM-24-089-ATMI,IM-24-089-01,26,1,3/13/2024,3
IM-24-089-NZZO,IM-24-089-02,26,1,3/13/2024,3
IM-24-090-GKXR,IM-24-090-01,26,1,3/13/2024,3
IM-24-090-PISY,IM-24-090-02,26,1,04/08/2024,3
IM-24-096-FWBT,IM-24-096-01,26,1,04/08/2024,3
IM-24-096-TVOB,IM-24-096-02,26,1,05/06/2024,3
IM-24-110-BBPH,IM-24-110-01,26,1,04/05/2024,3
IM-24-110-VCGA,IM-24-110-02,26,1,05/02/2024,3
IM-24-112-KDHZ,IM-24-112-01,26,1,04/05/2024,3
IM-24-112-TGQC,IM-24-112-02,26,1,04/08/2024,3
IM-24-115-AYMK,IM-24-115-01,26,1,05/02/2024,3
IM-24-115-PGQU,IM-24-115-02,26,1,05/07/2024,3
IM-24-121-CZVU,IM-24-121-01,26,1,06/10/2024,3
IM-23-011-MDPD,IM-23-011-03,27,1,10/25/2023,2
IM-23-011-PVHP,IM-23-011-02,27,1,2/25/2023,1
IM-23-011-SAAP,IM-23-011-04,27,1,10/25/2023,2
IM-23-011-SKLW,IM-23-011-01,27,1,02/10/2023,1
IM-23-015-JGCT,IM-23-015-01,27,1,1/24/2023,1
IM-23-015-QQSY,IM-23-015-02,27,1,1/21/2023,1
IM-23-016-CZGF,IM-23-016-01,27,1,07/02/2023,1
IM-23-016-OTDL,IM-23-016-03,27,1,10/23/2023,2
IM-23-016-TSZT,IM-23-016-04,27,1,10/23/2023,2
IM-23-017-IMPW,IM-23-017-02,27,1,2/20/2023,1
IM-23-017-TGFI,IM-23-017-04,27,1,10/23/2023,2
IM-23-017-WFBV,IM-23-017-03,27,1,8/31/2023,2
IM-23-017-YDNQ,IM-23-017-01,27,1,2/14/2023,1
IM-23-019-MCTY,IM-23-019-01,27,1,2/14/2023,1
IM-23-019-NOLH,IM-23-019-03,27,1,09/05/2023,2
IM-23-019-TWPZ,IM-23-019-02,27,1,04/05/2023,1
IM-23-019-TZMY,IM-23-019-04,27,1,10/23/2023,2
IM-23-030-FCYT,IM-23-030-04,27,1,10/23/2023,2
IM-23-030-JAWR,IM-23-030-03,27,1,09/05/2023,2
IM-23-030-RKJJ,IM-23-030-01,27,1,2/25/2023,1
IM-23-034-KKXS,IM-23-034-01,27,1,2/14/2023,1
IM-23-034-UHFW,IM-23-034-03,27,1,8/31/2023,2
IM-23-034-YXQC,IM-23-034-04,27,1,9/18/2023,2
IM-23-035-NNCP,IM-23-035-01,27,1,2/22/2023,1
IM-23-036-ILVX,IM-23-036-03,27,1,8/30/2023,2
IM-23-036-RLAN,IM-23-036-01,27,1,03/07/2023,1
IM-23-036-YBJS,IM-23-036-04,27,1,10/02/2023,2
IM-23-040-GZKV,IM-23-040-04,27,1,9/18/2023,2
IM-23-040-JQPA,IM-23-040-03,27,1,9/18/2023,2
IM-23-041-CFHO,IM-23-041-03,27,1,10/17/2023,2
IM-23-041-MFIN,IM-23-041-01,27,1,2/28/2023,1
IM-23-041-PLUZ,IM-23-041-02,27,1,4/23/2023,1
IM-23-041-ZSPS,IM-23-041-04,27,1,10/17/2023,2
IM-23-042-AKQF,IM-23-042-04,27,1,11/06/2023,2
IM-23-042-OLMO,IM-23-042-02,27,1,3/14/2023,1
IM-23-042-QFSB,IM-23-042-03,27,1,11/06/2023,2
IM-23-042-QPGN,IM-23-042-01,27,1,03/03/2023,1
IM-23-044-CJFT,IM-23-044-01,27,1,2/28/2023,1
IM-23-044-FHWV,IM-23-044-04,27,1,10/10/2023,2
IM-23-044-OKRT,IM-23-044-02,27,1,04/05/2023,1
IM-23-044-RSVK,IM-23-044-03,27,1,10/10/2023,2
IM-23-045-IGZP,IM-23-045-02,27,1,03/02/2023,1
IM-23-045-KBXD,IM-23-045-01,27,1,03/02/2023,1
IM-23-045-UYDX,IM-23-045-04,27,1,10/11/2023,2
IM-23-045-ZOZQ,IM-23-045-03,27,1,10/10/2023,2
IM-23-046-BCZN,IM-23-046-02,27,1,03/02/2023,1
IM-23-046-IOUJ,IM-23-046-01,27,1,03/02/2023,1
IM-23-046-JWDK,IM-23-046-04,27,1,10/02/2023,2
IM-23-046-RMKU,IM-23-046-03,27,1,9/29/2023,2
IM-23-047-DQYK,IM-23-047-04,27,1,8/25/2023,2
IM-23-047-VLMK,IM-23-047-03,27,1,8/25/2023,2
IM-23-054-CPDB,IM-23-054-03,27,1,10/02/2023,2
IM-23-054-HIXO,IM-23-054-01,27,1,08/02/2023,1
IM-23-054-PXOB,IM-23-054-04,27,1,10/02/2023,2
IM-23-056-LFFM,IM-23-056-01,27,1,09/02/2023,1
IM-23-056-ZPOU,IM-23-056-03,27,1,8/31/2023,2
IM-23-060-DNXO,IM-23-060-01,27,1,04/05/2023,1
IM-23-060-GPCH,IM-23-060-04,27,1,09/05/2023,2
IM-23-060-OWHK,IM-23-060-03,27,1,8/29/2023,2
IM-23-063-DGMK,IM-23-063-01,27,1,03/06/2023,1
IM-23-063-MSUO,IM-23-063-04,27,1,11/10/2023,2
IM-23-063-UMZU,IM-23-063-02,27,1,03/06/2023,1
IM-23-063-XJXG,IM-23-063-03,27,1,11/10/2023,2
IM-23-064-VBUK,IM-23-064-01,27,1,06/04/2023,1
IM-23-064-XZTI,IM-23-064-04,27,1,10/23/2023,2
IM-23-064-YPOY,IM-23-064-03,27,1,09/11/2023,2
IM-23-071-NUQU,IM-23-071-03,27,1,11/08/2023,2
IM-23-071-ZRQW,IM-23-071-04,27,1,11/09/2023,2
IM-23-089-AGBD,IM-23-089-01,27,1,1/21/2023,1
IM-23-089-TWQV,IM-23-089-04,27,1,10/16/2023,2
IM-23-089-VWYB,IM-23-089-02,27,1,2/16/2023,1
IM-23-089-ZHVN,IM-23-089-03,27,1,8/28/2023,2
IM-23-090-FLSP,IM-23-090-03,27,1,8/29/2023,2
IM-23-090-HCFJ,IM-23-090-01,27,1,1/24/2023,1
IM-23-090-HKFI,IM-23-090-04,27,1,8/29/2023,2
IM-23-090-VSTK,IM-23-090-02,27,1,09/02/2023,1
IM-23-093-CCCD,IM-23-093-02,27,2,1/30/2023,1
IM-23-093-KTIL,IM-23-093-01,27,1,1/18/2023,1
IM-23-096-RNFI,IM-23-096-03,27,1,10/16/2023,2
IM-23-096-SCZW,IM-23-096-04,27,1,10/16/2023,2
IM-23-096-SQSO,IM-23-096-01,27,1,1/19/2023,1
IM-23-096-VSZF,IM-23-096-02,27,1,1/26/2023,1
IM-23-110-IWZC,IM-23-110-04,27,1,8/28/2023,2
IM-23-110-KNPW,IM-23-110-01,27,1,1/27/2023,1
IM-23-110-LEHH,IM-23-110-03,27,1,8/28/2023,2
IM-23-112-KUDB,IM-23-112-03,27,1,8/31/2023,2
IM-23-112-VWQF,IM-23-112-04,27,1,9/18/2023,2
IM-23-115-FYIC,IM-23-115-02,27,1,2/22/2023,1
IM-23-115-JYDI,IM-23-115-01,27,1,03/03/2023,1
IM-23-115-LCJM,IM-23-115-03,27,1,09/04/2023,2
IM-23-115-RTCU,IM-23-115-04,27,1,09/11/2023,2
IM-23-120-AOQB,IM-23-120-02,27,1,2/26/2024,1
IM-23-120-DLYC,IM-23-120-01,27,1,05/03/2023,1
IM-23-121-IARM,IM-23-121-02,27,1,10/24/2023,1
IM-23-121-RBFF,IM-23-121-01,27,1,5/24/2023,1
IM-23-122-KAYB,IM-23-122-01,27,1,7/21/2023,1
IM-23-123-OIIY,IM-23-123-02,27,1,2/22/2023,1
IM-23-123-UTHQ,IM-23-123-01,27,1,1/19/2023,1
IM-24-011-RFNS,IM-24-011-01,27,1,05/03/2024,3
IM-24-011-VBOD,IM-24-011-02,27,1,05/03/2024,3
IM-24-016-GVJC,IM-24-016-01,27,1,04/09/2024,3
IM-24-019-APDM,IM-24-019-02,27,1,05/02/2024,3
IM-24-019-RFKX,IM-24-019-01,27,1,04/09/2024,3
IM-24-030-JBRF,IM-24-030-01,27,1,05/02/2024,3
IM-24-030-MIBL,IM-24-030-02,27,1,05/07/2024,3
IM-24-034-OMHM,IM-24-034-01,27,1,04/08/2024,3
IM-24-034-UCWS,IM-24-034-02,27,1,05/07/2024,3
IM-24-036-FHIH,IM-24-036-01,27,1,04/08/2024,3
IM-24-036-PXFF,IM-24-036-02,27,1,05/02/2024,3
IM-24-040-HGNY,IM-24-040-01,27,1,5/29/2024,3
IM-24-040-JUQM,IM-24-040-02,27,1,5/29/2024,3
IM-24-041-OPHF,IM-24-041-02,27,1,4/30/2024,3
IM-24-041-UXAK,IM-24-041-01,27,1,4/30/2024,3
IM-24-042-PAZH,IM-24-042-02,27,1,4/29/2024,3
IM-24-042-WTWP,IM-24-042-01,27,1,4/29/2024,3
IM-24-044-CZIX,IM-24-044-01,27,1,05/06/2024,3
IM-24-045-ANMK,IM-24-045-01,27,1,05/06/2024,3
IM-24-045-GFWM,IM-24-045-02,27,1,05/06/2024,3
IM-24-046-AINX,IM-24-046-01,27,1,05/02/2024,3
IM-24-046-TVTX,IM-24-046-02,27,1,5/30/2024,3
IM-24-047-AWZI,IM-24-047-01,27,1,04/08/2024,3
IM-24-054-FLGX,IM-24-054-02,27,1,05/06/2024,3
IM-24-054-MNCL,IM-24-054-01,27,1,04/09/2024,3
IM-24-056-FDVM,IM-24-056-01,27,1,04/09/2024,3
IM-24-060-BLRM,IM-24-060-01,27,1,04/05/2024,3
IM-24-064-DMQP,IM-24-064-01,27,1,04/09/2024,3
IM-24-071-BVVY,IM-24-071-01,27,1,05/07/2024,3
IM-24-087-DWXV,IM-24-087-01,27,1,04/09/2024,3
IM-24-087-JNZR,IM-24-087-02,27,1,05/07/2024,3
IM-24-089-AVTM,IM-24-089-01,27,1,3/13/2024,3
IM-24-089-JUKH,IM-24-089-02,27,1,3/13/2024,3
IM-24-090-GLTT,IM-24-090-01,27,1,3/13/2024,3
IM-24-090-PKCV,IM-24-090-02,27,1,04/08/2024,3
IM-24-096-GBYS,IM-24-096-01,27,1,04/08/2024,3
IM-24-096-TWNT,IM-24-096-02,27,1,05/06/2024,3
IM-24-110-BOPC,IM-24-110-01,27,1,04/05/2024,3
IM-24-110-SLYS,IM-24-110-02,27,1,05/02/2024,3
IM-24-112-KLMM,IM-24-112-01,27,1,04/05/2024,3
IM-24-112-TPLH,IM-24-112-02,27,1,04/08/2024,3
IM-24-115-AZSI,IM-24-115-01,27,1,05/02/2024,3
IM-24-115-PHFB,IM-24-115-02,27,1,05/07/2024,3
IM-24-121-FJUX,IM-24-121-01,27,1,06/10/2024,3
IM-23-011-NWDZ,IM-23-011-03,28,1,10/25/2023,2
IM-23-011-PFLX,IM-23-011-04,28,1,10/25/2023,2
IM-23-011-VRAG,IM-23-011-02,28,1,2/25/2023,1
IM-23-011-WJYR,IM-23-011-01,28,1,02/10/2023,1
IM-23-015-OWHW,IM-23-015-01,28,1,1/24/2023,1
IM-23-015-UTSN,IM-23-015-02,28,1,1/21/2023,1
IM-23-016-BGST,IM-23-016-01,28,1,07/02/2023,1
IM-23-016-NYSA,IM-23-016-04,28,1,10/23/2023,2
IM-23-016-QQJZ,IM-23-016-03,28,1,10/23/2023,2
